NUMBER_OF_PICKUPS,NUMBER_OF_DROPS,PICKUP_DATE,ORDER_BOOK_DATE,SHIPMENT_AMOUNT,MILEAGE,HAZMAT,SERVICE_LEVEL,WEIGHT,LINEAR_FEET,EQUIP_TYPE,ORIGIN_LOCATION,DESTINATION_LOCATION
1,1,2023-01-31T00:00:00Z,2023-01-20T00:00:00Z,2506.36,914,0,1,15570,52,V,MO_KAN,AL_MOB
1,1,2023-01-21T00:00:00Z,2023-01-17T00:00:00Z,2539.86,736,0,1,42502,52,V,CA_LAX,FL_LAK
1,1,2023-01-31T00:00:00Z,2023-02-02T00:00:00Z,2502.64,2016,0,1,12160,52,V,TX_HOU,MO_KAN
1,1,2023-01-29T00:00:00Z,2023-01-25T00:00:00Z,2522.39,1160,0,1,38497,48,R,AL_MOB,OH_CLE
1,1,2023-01-30T00:00:00Z,2023-01-20T00:00:00Z,2506.64,945,0,1,39160,52,V,AL_MOB,NC_CHA
1,1,2023-01-04T00:00:00Z,2023-01-05T00:00:00Z,2494.96,833,0,1,41280,52,V,CA_LAX,AL_MOB
1,1,2023-01-14T00:00:00Z,2023-01-11T00:00:00Z,2511.62,562,0,1,42062,48,R,CA_LAX,FL_MIA
1,1,2023-01-20T00:00:00Z,2023-01-15T00:00:00Z,2548.07,727,0,1,26037,48,R,FL_MIA,AL_MOB
1,1,2023-01-10T00:00:00Z,2023-01-03T00:00:00Z,2547.88,1106,0,1,41829,52,V,OH_CLE,GA_ATL
1,1,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,2522.74,900,0,1,34932,48,R,AL_MOB,IL_RFD
1,1,2023-01-21T00:00:00Z,2023-01-21T00:00:00Z,2558.74,900,0,1,34243,48,R,AL_MOB,IL_RFD
1,1,2023-01-23T00:00:00Z,2023-01-17T00:00:00Z,2516.66,505,0,1,40560,48,R,GA_SAV,GA_SAV
1,1,2023-01-12T00:00:00Z,2023-01-09T00:00:00Z,2529.5,1730,0,1,12992,52,V,CA_LAX,OH_CLE
1,1,2023-01-19T00:00:00Z,2023-01-16T00:00:00Z,2490.54,1160,0,1,37756,48,R,AL_MOB,OH_CLE
1,1,2023-01-10T00:00:00Z,2022-12-27T00:00:00Z,2491.63,754,0,1,10873,52,V,AL_MOB,GA_SAV
1,1,2023-01-25T00:00:00Z,2023-01-20T00:00:00Z,2486.17,790,0,1,40850,48,R,AL_MOB,AL_MOB
1,1,2023-01-22T00:00:00Z,2023-01-18T00:00:00Z,2538.11,799,0,1,38997,52,V,AL_MOB,FL_LAK
1,1,2023-01-02T00:00:00Z,2022-12-28T00:00:00Z,2503.43,1168,0,1,37286,52,V,AL_MOB,CA_LAX
1,1,2023-01-17T00:00:00Z,2023-01-10T00:00:00Z,2496.22,988,0,1,41899,52,V,OH_CLE,AL_MOB
1,1,2023-01-21T00:00:00Z,2023-01-21T00:00:00Z,2499.78,684,0,1,23377,48,R,IL_RFD,AL_MOB
1,1,2023-01-21T00:00:00Z,2023-01-19T00:00:00Z,2528.31,1159,0,1,41927,52,V,CA_LAX,AL_MOB
1,1,2023-01-19T00:00:00Z,2023-01-13T00:00:00Z,2531.93,978,0,1,40000,48,R,TX_DAL,GA_SAV
1,1,2023-01-12T00:00:00Z,2023-01-05T00:00:00Z,2503.61,800,0,1,39308,48,R,IL_JOL,GA_SAV
1,1,2023-01-17T00:00:00Z,2023-01-17T00:00:00Z,2502.1,1024,0,1,17963,52,V,MO_KAN,AL_MOB
1,1,2023-01-05T00:00:00Z,2023-01-02T00:00:00Z,2527.24,994,0,1,39577,48,R,AL_MOB,FL_LAK
1,1,2023-01-24T00:00:00Z,2023-01-16T00:00:00Z,2512.98,945,0,1,30000,52,V,MO_KAN,AL_MOB
1,1,2023-01-06T00:00:00Z,2023-01-06T00:00:00Z,2541.35,953,0,1,29171,48,R,IL_RFD,TX_DAL
1,1,2023-01-09T00:00:00Z,2023-01-09T00:00:00Z,2531.63,900,0,1,23970,48,R,AL_MOB,IL_RFD
1,1,2023-01-26T00:00:00Z,2023-01-17T00:00:00Z,2487.35,917,0,1,31942,52,V,MO_KAN,AL_MOB
1,1,2023-01-31T00:00:00Z,2023-01-28T00:00:00Z,2471.59,539,0,1,12714,48,R,GA_ATL,FL_LAK
1,1,2023-01-28T00:00:00Z,2023-01-19T00:00:00Z,2445.16,917,0,1,30944,52,V,MO_KAN,AL_MOB
1,1,2023-01-19T00:00:00Z,2023-01-18T00:00:00Z,2516.92,684,0,1,30541,48,R,IL_RFD,AL_MOB
1,1,2023-01-26T00:00:00Z,2023-01-26T00:00:00Z,2452.96,824,0,1,33054,48,R,MO_KAN,GA_SAV
1,1,2023-01-03T00:00:00Z,2022-12-26T00:00:00Z,2435.92,505,0,1,40215,48,R,GA_SAV,GA_SAV
1,1,2023-01-14T00:00:00Z,2023-01-10T00:00:00Z,2489.68,799,0,1,39002,52,V,AL_MOB,FL_LAK
1,1,2023-01-31T00:00:00Z,2023-01-24T00:00:00Z,2532.63,988,0,1,40214,52,V,OH_CLE,AL_MOB
1,1,2023-01-04T00:00:00Z,2022-12-27T00:00:00Z,2474.62,505,0,1,40320,48,R,GA_SAV,GA_SAV
1,1,2023-01-27T00:00:00Z,2023-01-26T00:00:00Z,2434.75,952,0,1,22846,52,V,AL_MOB,TX_DAL
1,1,2023-01-02T00:00:00Z,2023-01-02T00:00:00Z,2491.42,727,0,1,13221,52,V,AL_MOB,FL_LAK
1,1,2023-01-26T00:00:00Z,2023-01-26T00:00:00Z,2460.14,727,0,1,26713,52,V,AL_MOB,FL_LAK
1,1,2023-01-12T00:00:00Z,2023-01-12T00:00:00Z,2433.54,727,0,1,7343,52,V,AL_MOB,FL_LAK
1,1,2023-01-10T00:00:00Z,2023-01-05T00:00:00Z,2433.3,1142,0,1,22518,52,V,GA_SAV,FL_LAK
1,1,2023-01-28T00:00:00Z,2023-01-17T00:00:00Z,2459.81,996,0,1,38976,48,R,AL_MOB,OH_CLE
1,1,2023-01-05T00:00:00Z,2023-01-06T00:00:00Z,2471.44,934,0,1,41280,52,V,OH_CLE,GA_SAV
1,1,2023-01-12T00:00:00Z,2023-01-12T00:00:00Z,2454.77,684,0,1,20490,48,R,IL_RFD,AL_MOB
1,1,2023-01-04T00:00:00Z,2022-12-28T00:00:00Z,2457.77,1154,0,1,42001,52,V,AL_MOB,FL_MIA
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,2433.77,952,0,1,27931,52,V,AL_MOB,TX_DAL
1,1,2023-01-18T00:00:00Z,2023-01-18T00:00:00Z,2517.3,711,0,1,21759,48,R,TX_DAL,FL_MIA
1,1,2023-01-05T00:00:00Z,2022-12-29T00:00:00Z,2467.49,988,0,1,40672,52,V,OH_CLE,AL_MOB
1,1,2023-01-10T00:00:00Z,2023-01-05T00:00:00Z,2496.33,743,0,1,40000,52,V,FL_MIA,FL_MIA
1,1,2023-01-06T00:00:00Z,2022-12-01T00:00:00Z,2462.86,1122,0,1,44000,52,V,TX_HOU,MO_KAN
1,1,2023-01-11T00:00:00Z,2023-01-03T00:00:00Z,2510.28,505,0,1,40517,48,R,GA_SAV,GA_SAV
1,1,2023-01-11T00:00:00Z,2023-01-08T00:00:00Z,2475.74,539,0,1,15375,48,R,GA_ATL,FL_LAK
1,1,2023-01-08T00:00:00Z,2023-01-10T00:00:00Z,2512.3,790,0,1,40775,48,R,AL_MOB,AL_MOB
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,2429.08,949,0,1,39019,52,V,CA_LAX,CA_LAX
1,1,2023-01-16T00:00:00Z,2023-01-16T00:00:00Z,2485.83,711,0,1,25955,48,R,TX_DAL,FL_MIA
1,1,2023-01-13T00:00:00Z,2023-01-13T00:00:00Z,2481.04,711,0,1,21769,48,R,TX_DAL,FL_MIA
1,1,2023-01-28T00:00:00Z,2023-01-28T00:00:00Z,2500.98,705,0,1,21424,48,R,FL_MIA,AL_MOB
1,1,2023-01-16T00:00:00Z,2023-01-09T00:00:00Z,2448.24,733,0,1,27217,48,R,MO_KAN,CA_LAX
1,1,2023-01-15T00:00:00Z,2023-01-15T00:00:00Z,2494.31,957,0,1,1751,52,V,TX_HOU,FL_LAK
1,1,2023-01-05T00:00:00Z,2022-12-30T00:00:00Z,2428.91,949,0,1,38096,52,V,CA_LAX,CA_LAX
1,1,2023-01-05T00:00:00Z,2022-12-30T00:00:00Z,2451.91,949,0,1,37475,52,V,CA_LAX,CA_LAX
1,1,2023-01-31T00:00:00Z,2023-01-31T00:00:00Z,2433.38,705,0,1,23488,48,R,FL_MIA,AL_MOB
1,1,2023-01-28T00:00:00Z,2023-01-28T00:00:00Z,2506.25,1022,0,1,30998,52,V,AL_MOB,GA_SAV
1,1,2023-01-26T00:00:00Z,2023-01-20T00:00:00Z,2449.55,705,0,1,31593,48,R,FL_MIA,AL_MOB
1,1,2023-01-26T00:00:00Z,2023-01-26T00:00:00Z,2413.55,705,0,1,28366,48,R,FL_MIA,AL_MOB
1,1,2023-01-10T00:00:00Z,2023-01-08T00:00:00Z,2485.35,736,0,1,42495,52,V,CA_LAX,FL_LAK
1,1,2023-01-09T00:00:00Z,2023-01-05T00:00:00Z,2474.06,539,0,1,12933,48,R,GA_ATL,FL_LAK
1,1,2023-01-23T00:00:00Z,2023-01-19T00:00:00Z,2409.57,785,0,1,38479,48,R,AL_MOB,FL_MIA
1,1,2023-01-26T00:00:00Z,2023-01-22T00:00:00Z,2473.37,919,0,1,40609,48,R,AL_MOB,GA_SAV
1,1,2023-01-03T00:00:00Z,2022-12-29T00:00:00Z,2470.16,900,0,1,40000,48,R,AL_MOB,IL_RFD
1,1,2023-01-16T00:00:00Z,2022-12-19T00:00:00Z,2457.78,973,0,1,26783,52,V,GA_SAV,AL_MOB
1,1,2023-01-25T00:00:00Z,2023-01-19T00:00:00Z,2436.84,743,0,1,40000,52,V,FL_MIA,FL_MIA
1,1,2023-01-20T00:00:00Z,2023-01-17T00:00:00Z,2475.65,837,0,1,37882,52,V,AL_MOB,AL_MOB
1,1,2023-01-02T00:00:00Z,2023-01-02T00:00:00Z,2431.46,619,0,1,37476,52,V,TX_HOU,AL_MOB
1,1,2023-01-27T00:00:00Z,2023-01-27T00:00:00Z,2446.79,1022,0,1,32588,52,V,AL_MOB,GA_SAV
1,1,2023-01-30T00:00:00Z,2023-01-24T00:00:00Z,2491.58,753,0,1,41996,52,V,AL_MOB,FL_MIA
1,1,2023-01-08T00:00:00Z,2023-01-04T00:00:00Z,2495.32,799,0,1,40002,52,V,AL_MOB,FL_LAK
1,1,2023-01-25T00:00:00Z,2023-01-25T00:00:00Z,2434.43,521,0,1,24304,48,R,IL_RFD,MO_KAN
1,1,2023-01-26T00:00:00Z,2023-01-22T00:00:00Z,2450.49,785,0,1,38177,48,R,AL_MOB,FL_MIA
1,1,2023-01-13T00:00:00Z,2023-01-06T00:00:00Z,2453.18,785,0,1,28082,48,R,MO_KAN,TX_HOU
1,1,2023-01-07T00:00:00Z,2023-01-03T00:00:00Z,2429.88,736,0,1,42495,52,V,CA_LAX,FL_LAK
1,1,2023-01-08T00:00:00Z,2023-01-03T00:00:00Z,2427.88,736,0,1,42488,52,V,CA_LAX,FL_LAK
1,1,2023-01-16T00:00:00Z,2023-01-11T00:00:00Z,2445.17,1041,0,1,30677,52,V,AL_MOB,AL_MOB
1,1,2023-01-10T00:00:00Z,2023-01-03T00:00:00Z,2453.5,733,0,1,25368,48,R,MO_KAN,CA_LAX
1,1,2023-01-09T00:00:00Z,2022-12-26T00:00:00Z,2477.37,775,0,1,10408,52,V,AL_MOB,CA_LAX
1,1,2023-01-13T00:00:00Z,2023-01-06T00:00:00Z,2470.35,640,0,1,38926,48,R,FL_MIA,GA_SAV
1,1,2023-01-05T00:00:00Z,2023-01-05T00:00:00Z,2445.39,952,0,1,31421,52,V,AL_MOB,TX_DAL
1,1,2023-01-04T00:00:00Z,2022-12-26T00:00:00Z,2479.68,705,0,1,36498,48,R,AL_MOB,MO_KAN
1,1,2023-01-23T00:00:00Z,2023-01-13T00:00:00Z,2434.64,932,0,1,43355,52,V,CA_LAX,AL_MOB
1,1,2023-01-13T00:00:00Z,2023-01-12T00:00:00Z,2466.66,1271,0,1,34572,48,R,GA_SAV,FL_MIA
1,1,2023-01-03T00:00:00Z,2022-12-28T00:00:00Z,2466.36,1244,0,1,38012,52,V,CA_LAX,IN_IND
1,1,2023-01-03T00:00:00Z,2022-12-28T00:00:00Z,2403.36,1244,0,1,37530,52,V,CA_LAX,IN_IND
1,1,2023-01-17T00:00:00Z,2023-01-04T00:00:00Z,2466.19,859,0,1,43136,52,V,MO_KAN,AL_MOB
1,1,2023-01-02T00:00:00Z,2022-12-29T00:00:00Z,2435.06,785,0,1,40446,48,R,AL_MOB,FL_MIA
1,2,2023-01-09T00:00:00Z,2023-01-02T00:00:00Z,2450.67,1250,0,1,44353,52,V,AL_MOB,AL_MOB
1,1,2023-01-25T00:00:00Z,2023-01-30T00:00:00Z,2419.37,1036,0,1,6683,52,V,GA_SAV,CA_LAX
1,1,2023-01-02T00:00:00Z,2022-12-25T00:00:00Z,2409.1,539,0,1,28273,48,R,MO_KAN,GA_SAV
1,1,2023-01-21T00:00:00Z,2023-01-07T00:00:00Z,2471.9,835,0,1,40035,52,V,MO_KAN,OH_CLE
1,1,2023-01-20T00:00:00Z,2023-01-08T00:00:00Z,2404.83,720,0,1,39204,52,V,CA_LAX,MO_KAN
1,1,2023-01-16T00:00:00Z,2023-01-07T00:00:00Z,2455.12,956,0,1,30559,52,V,MO_KAN,TX_HOU
1,1,2023-01-09T00:00:00Z,2022-12-31T00:00:00Z,2478.08,898,0,1,30765,52,V,MO_KAN,AL_MOB
1,1,2023-01-11T00:00:00Z,2022-12-28T00:00:00Z,2471.96,816,0,1,41278,48,R,OH_CLE,OH_CLE
1,1,2023-01-15T00:00:00Z,2023-01-11T00:00:00Z,2399.24,539,0,1,13815,48,R,GA_ATL,FL_LAK
1,1,2023-01-18T00:00:00Z,2023-01-18T00:00:00Z,2456.24,1009,0,1,39269,52,V,AL_MOB,FL_LAK
1,1,2023-01-08T00:00:00Z,2023-01-08T00:00:00Z,2451.49,705,0,1,38720,48,R,FL_MIA,AL_MOB
1,1,2023-01-07T00:00:00Z,2023-01-07T00:00:00Z,2433.49,705,0,1,15831,48,R,FL_MIA,AL_MOB
1,1,2023-01-03T00:00:00Z,2022-12-27T00:00:00Z,2455.15,888,0,1,43481,52,V,MO_KAN,CA_LAX
1,1,2023-01-23T00:00:00Z,2023-01-22T00:00:00Z,2455.34,569,0,1,34962,52,V,AL_MOB,MO_KAN
1,1,2023-01-03T00:00:00Z,2023-01-03T00:00:00Z,2423.64,1386,0,1,39995,52,V,CA_LAX,CA_LAX
1,1,2023-01-02T00:00:00Z,2022-12-26T00:00:00Z,2432.47,888,0,1,43316,52,V,MO_KAN,CA_LAX
1,1,2023-01-30T00:00:00Z,2023-01-30T00:00:00Z,2425.35,799,0,1,16380,52,V,AL_MOB,AL_MOB
1,1,2023-01-25T00:00:00Z,2023-01-21T00:00:00Z,2395.1,658,0,1,20931,48,R,AL_MOB,CA_LAX
1,1,2023-01-06T00:00:00Z,2022-12-28T00:00:00Z,2443.78,917,0,1,31799,52,V,MO_KAN,AL_MOB
1,1,2023-01-24T00:00:00Z,2023-01-20T00:00:00Z,2434.52,658,0,1,20576,48,R,AL_MOB,CA_LAX
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,2457.26,569,0,1,21760,52,V,AL_MOB,MO_KAN
1,1,2023-01-23T00:00:00Z,2023-01-18T00:00:00Z,2419.48,871,0,1,42501,52,V,CA_LAX,FL_MIA
1,1,2023-01-23T00:00:00Z,2023-01-18T00:00:00Z,2406.6,991,0,1,41214,52,V,MO_KAN,AL_MOB
1,1,2023-01-19T00:00:00Z,2023-01-18T00:00:00Z,2423.39,569,0,1,19746,52,V,AL_MOB,MO_KAN
1,1,2023-01-28T00:00:00Z,2023-01-28T00:00:00Z,2454.13,569,0,1,35862,52,V,AL_MOB,MO_KAN
1,1,2023-01-30T00:00:00Z,2023-01-30T00:00:00Z,2447.13,569,0,1,29161,52,V,AL_MOB,MO_KAN
1,1,2023-01-24T00:00:00Z,2023-01-19T00:00:00Z,2411.37,871,0,1,42501,52,V,CA_LAX,FL_MIA
1,1,2023-01-26T00:00:00Z,2023-01-17T00:00:00Z,2433.62,836,0,1,31419,52,V,MO_KAN,FL_MIA
1,1,2023-01-03T00:00:00Z,2023-01-03T00:00:00Z,2425.31,1109,0,1,11615,52,V,NC_CHA,TX_HOU
1,1,2023-01-15T00:00:00Z,2023-01-15T00:00:00Z,2416.91,569,0,1,32212,52,V,AL_MOB,MO_KAN
1,1,2023-01-15T00:00:00Z,2023-01-15T00:00:00Z,2382.91,569,0,1,30077,52,V,AL_MOB,MO_KAN
1,1,2023-01-27T00:00:00Z,2023-01-27T00:00:00Z,2370.7,1009,0,1,21678,52,V,AL_MOB,FL_LAK
1,1,2023-01-02T00:00:00Z,2023-01-03T00:00:00Z,2359.69,955,0,1,19963,52,V,OH_CLE,AL_MOB
1,1,2023-01-05T00:00:00Z,2023-01-01T00:00:00Z,2458.21,785,0,1,40466,48,R,AL_MOB,FL_MIA
1,1,2023-01-06T00:00:00Z,2023-01-05T00:00:00Z,2406.68,1271,0,1,36797,48,R,GA_SAV,FL_MIA
1,1,2023-01-17T00:00:00Z,2023-01-12T00:00:00Z,2410.04,707,0,1,11044,52,V,AL_MOB,AL_MOB
1,1,2023-01-06T00:00:00Z,2022-12-29T00:00:00Z,2455.38,539,0,1,38746,48,R,MO_KAN,GA_SAV
1,1,2023-01-26T00:00:00Z,2023-01-21T00:00:00Z,2395.88,705,0,1,40779,48,R,AL_MOB,MO_KAN
1,1,2023-01-02T00:00:00Z,2022-12-28T00:00:00Z,2379.84,707,0,1,11811,52,V,AL_MOB,AL_MOB
1,1,2023-01-26T00:00:00Z,2023-01-21T00:00:00Z,2376.22,991,0,1,42465,52,V,MO_KAN,AL_MOB
1,1,2023-01-07T00:00:00Z,2023-01-06T00:00:00Z,2357.02,887,0,1,5362,48,R,TX_DAL,IL_RFD
1,1,2023-01-11T00:00:00Z,2023-01-07T00:00:00Z,2452.75,658,0,1,19832,48,R,AL_MOB,CA_LAX
1,1,2023-01-02T00:00:00Z,2023-01-04T00:00:00Z,2375.18,1022,0,1,44353,52,V,AL_MOB,FL_LAK
1,1,2023-01-05T00:00:00Z,2023-01-05T00:00:00Z,2443.08,978,0,1,21691,48,R,TX_DAL,GA_SAV
1,1,2023-01-17T00:00:00Z,2023-01-12T00:00:00Z,2400.06,871,0,1,42700,52,V,CA_LAX,FL_MIA
1,1,2023-01-29T00:00:00Z,2023-01-25T00:00:00Z,2370.68,737,0,1,39774,52,V,AL_MOB,GA_SAV
1,1,2023-01-31T00:00:00Z,2023-01-31T00:00:00Z,2419.5,569,0,1,32291,52,V,AL_MOB,MO_KAN
1,1,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,2418.37,758,0,1,37107,52,V,GA_SAV,IN_IND
1,1,2023-01-13T00:00:00Z,2023-01-04T00:00:00Z,2359.08,836,0,1,31432,52,V,MO_KAN,FL_MIA
1,1,2023-01-05T00:00:00Z,2023-01-06T00:00:00Z,2407.6,521,0,1,17345,48,R,IL_RFD,MO_KAN
1,1,2023-01-03T00:00:00Z,2022-12-28T00:00:00Z,2450.2,912,0,1,23520,52,V,GA_SAV,AL_MOB
1,1,2023-01-06T00:00:00Z,2023-01-03T00:00:00Z,2447.18,941,0,1,14075,52,V,CA_LAX,GA_SAV
1,1,2023-01-19T00:00:00Z,2023-01-12T00:00:00Z,2384.73,743,0,1,40000,52,V,FL_MIA,FL_MIA
1,1,2023-01-19T00:00:00Z,2023-01-16T00:00:00Z,2446.42,705,0,1,40359,48,R,AL_MOB,MO_KAN
1,1,2023-01-13T00:00:00Z,2023-01-13T00:00:00Z,2374.81,648,0,1,24767,52,V,NC_CHA,FL_MIA
1,1,2023-01-11T00:00:00Z,2023-01-15T00:00:00Z,2425.38,569,0,1,32945,52,V,AL_MOB,MO_KAN
1,1,2023-01-09T00:00:00Z,2023-01-05T00:00:00Z,2351.14,1244,0,1,39482,52,V,CA_LAX,IN_IND
1,1,2023-01-30T00:00:00Z,2023-01-24T00:00:00Z,2402.8,1080,0,1,25,52,V,FL_MIA,GA_SAV
1,1,2023-01-05T00:00:00Z,2023-01-02T00:00:00Z,2385.48,720,0,1,12669,48,R,GA_ATL,CA_LAX
1,1,2023-01-17T00:00:00Z,2023-01-12T00:00:00Z,2441.8,743,0,1,40000,52,V,FL_MIA,FL_MIA
1,1,2023-01-09T00:00:00Z,2022-12-26T00:00:00Z,2394.79,845,0,1,42940,52,V,CA_LAX,AL_MOB
1,1,2023-01-20T00:00:00Z,2023-01-16T00:00:00Z,2423.9,818,0,1,39358,48,R,GA_SAV,OH_CLE
1,1,2023-01-06T00:00:00Z,2023-01-06T00:00:00Z,2345.8,569,0,1,15374,52,V,AL_MOB,MO_KAN
1,1,2023-01-02T00:00:00Z,2022-12-31T00:00:00Z,2427.29,1983,0,1,6771,52,V,CA_LAX,FL_MIA
1,1,2023-01-08T00:00:00Z,2023-01-08T00:00:00Z,2415.12,569,0,1,27222,52,V,AL_MOB,MO_KAN
1,1,2023-01-20T00:00:00Z,2023-01-13T00:00:00Z,2410.05,1374,0,1,39600,52,V,CA_LAX,AL_MOB
1,1,2023-01-26T00:00:00Z,2023-01-09T00:00:00Z,2403.19,1170,0,1,39950,52,V,OH_CLE,GA_SAV
1,1,2023-01-31T00:00:00Z,2023-01-26T00:00:00Z,2422.4,871,0,1,42692,52,V,CA_LAX,FL_MIA
1,1,2023-01-03T00:00:00Z,2022-12-29T00:00:00Z,2428.28,705,0,1,40771,48,R,AL_MOB,MO_KAN
1,1,2023-01-04T00:00:00Z,2022-12-30T00:00:00Z,2421.99,871,0,1,42501,52,V,CA_LAX,FL_MIA
1,1,2023-01-29T00:00:00Z,2023-01-26T00:00:00Z,2433.34,1213,0,1,43002,52,V,AL_MOB,AL_MOB
1,1,2023-01-18T00:00:00Z,2023-01-10T00:00:00Z,2426.44,1080,0,1,12320,52,V,FL_MIA,GA_SAV
1,1,2023-01-03T00:00:00Z,2022-12-29T00:00:00Z,2361.02,1127,0,1,42437,52,V,MO_KAN,AL_MOB
1,1,2023-01-27T00:00:00Z,2023-01-26T00:00:00Z,2360.82,1097,0,1,15455,52,V,MO_KAN,NC_CHA
1,1,2023-01-10T00:00:00Z,2023-01-05T00:00:00Z,2349.58,707,0,1,12023,52,V,AL_MOB,AL_MOB
1,1,2023-01-10T00:00:00Z,2023-01-05T00:00:00Z,2341.58,707,0,1,11335,52,V,AL_MOB,AL_MOB
1,1,2023-01-16T00:00:00Z,2023-01-16T00:00:00Z,2407.62,743,0,1,27330,52,V,FL_MIA,FL_MIA
1,1,2023-01-19T00:00:00Z,2023-01-17T00:00:00Z,2360.26,1237,0,1,10228,52,V,MO_KAN,AL_MOB
1,1,2023-01-25T00:00:00Z,2023-01-20T00:00:00Z,2421.01,1054,0,1,11855,52,V,TX_DAL,FL_LAK
1,1,2023-01-24T00:00:00Z,2023-01-24T00:00:00Z,2366.51,1046,0,1,27226,48,R,TX_DAL,GA_SAV
1,1,2023-01-17T00:00:00Z,2023-01-10T00:00:00Z,2377.84,1404,0,1,25611,52,V,AL_MOB,OH_CLE
1,1,2023-01-26T00:00:00Z,2023-01-20T00:00:00Z,2364.61,831,0,1,40000,48,R,IL_RFD,GA_ATL
1,1,2023-01-05T00:00:00Z,2022-12-28T00:00:00Z,2365.42,1155,0,1,29896,52,V,OH_CLE,TX_HOU
1,1,2023-01-18T00:00:00Z,2023-01-16T00:00:00Z,2371.11,1394,0,1,36834,48,R,AL_MOB,GA_SAV
1,1,2023-01-05T00:00:00Z,2022-12-27T00:00:00Z,2367.75,836,0,1,30291,52,V,MO_KAN,FL_MIA
1,1,2023-01-25T00:00:00Z,2023-01-20T00:00:00Z,2404.7,494,0,1,37961,48,R,AL_MOB,GA_SAV
1,1,2023-01-30T00:00:00Z,2023-01-27T00:00:00Z,2394.37,1430,0,1,27986,48,R,TX_HOU,FL_MIA
1,1,2023-01-30T00:00:00Z,,2381.3,1184,0,1,27133,52,V,TX_HOU,MO_KAN
1,1,2023-01-30T00:00:00Z,2023-01-20T00:00:00Z,2403.97,592,0,1,38581,48,R,AL_MOB,AL_MOB
1,1,2023-01-04T00:00:00Z,2022-12-21T00:00:00Z,2422.74,714,0,1,9305,52,V,MO_KAN,FL_LAK
1,1,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,2383.73,1109,0,1,62756,52,V,NC_CHA,TX_HOU
1,1,2023-01-19T00:00:00Z,2023-01-12T00:00:00Z,2405.22,1077,0,1,39988,52,V,MO_KAN,CA_LAX
1,1,2023-01-26T00:00:00Z,2023-01-17T00:00:00Z,2385.86,592,0,1,37684,48,R,AL_MOB,AL_MOB
1,1,2023-01-04T00:00:00Z,2022-12-28T00:00:00Z,2411.6,800,0,1,20366,52,V,AL_MOB,GA_SAV
1,1,2023-01-16T00:00:00Z,2023-01-10T00:00:00Z,2371.55,1080,0,1,12320,52,V,FL_MIA,GA_SAV
1,1,2023-01-17T00:00:00Z,2023-01-09T00:00:00Z,2419.32,663,0,1,7991,52,V,MO_KAN,NC_CHA
1,1,2023-01-04T00:00:00Z,2022-12-25T00:00:00Z,2325.17,592,0,1,38958,48,R,AL_MOB,AL_MOB
1,1,2023-01-09T00:00:00Z,2023-01-05T00:00:00Z,2400.95,1121,0,1,44353,52,V,AL_MOB,FL_MIA
1,1,2023-01-25T00:00:00Z,2023-01-18T00:00:00Z,2328.79,922,0,1,39485,52,V,AL_MOB,FL_LAK
1,1,2023-01-24T00:00:00Z,2023-01-25T00:00:00Z,2405.77,684,0,1,21215,52,V,SC_CHA,IN_IND
1,1,2023-01-04T00:00:00Z,2022-12-30T00:00:00Z,2380.77,494,0,1,34215,48,R,AL_MOB,GA_SAV
1,1,2023-01-20T00:00:00Z,2023-01-11T00:00:00Z,2372.69,494,0,1,37062,48,R,AL_MOB,GA_SAV
1,1,2023-01-30T00:00:00Z,2023-01-25T00:00:00Z,2348.43,494,0,1,38041,48,R,AL_MOB,GA_SAV
1,1,2023-01-29T00:00:00Z,2023-01-24T00:00:00Z,2397.43,494,,,34660,48,R,AL_MOB,GA_SAV
1,1,2023-01-17T00:00:00Z,2023-01-12T00:00:00Z,2410.21,494,0,1,37672,48,R,AL_MOB,GA_SAV
1,1,2023-01-12T00:00:00Z,2023-01-10T00:00:00Z,2348.74,1005,0,1,7788,52,V,TX_HOU,FL_LAK
1,1,2023-01-25T00:00:00Z,2023-01-21T00:00:00Z,2400.6,463,0,1,13049,48,R,AL_MOB,FL_MIA
1,1,2023-01-18T00:00:00Z,2023-01-16T00:00:00Z,2337.37,1430,0,1,33849,48,R,TX_HOU,FL_MIA
1,1,2023-01-04T00:00:00Z,2022-12-30T00:00:00Z,2359.33,1054,0,1,11461,52,V,TX_DAL,FL_LAK
1,1,2023-01-31T00:00:00Z,2023-01-27T00:00:00Z,2380.85,1396,0,1,23799,52,V,AL_MOB,GA_SAV
1,1,2023-01-26T00:00:00Z,2023-01-21T00:00:00Z,2348.5,1054,0,1,11062,52,V,TX_DAL,FL_LAK
1,1,2023-01-03T00:00:00Z,2023-01-04T00:00:00Z,2344.85,699,0,1,37184,52,V,AL_MOB,GA_SAV
1,1,2023-01-30T00:00:00Z,2023-01-30T00:00:00Z,2379.47,846,0,1,19820,52,V,IL_JOL,AL_MOB
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,2404.01,752,0,1,42700,52,V,CA_LAX,MO_KAN
