NUMBER_OF_PICKUPS,NUMBER_OF_DROPS,PICKUP_DATE,ORDER_BOOK_DATE,SHIPMENT_AMOUNT,MILEAGE,HAZMAT,SERVICE_LEVEL,WEIGHT,LINEAR_FEET,EQUIP_TYPE,ORIGIN_LOCATION,DESTINATION_LOCATION
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1463.07,411,0,1,3261,48,R,TX_HOU,FL_MIA
1,1,2023-01-03T00:00:00Z,2023-01-02T00:00:00Z,1439.46,838,0,1,13296,52,V,TX_HOU,AL_MOB
1,1,2023-01-30T00:00:00Z,2023-01-30T00:00:00Z,1487.31,383,0,1,37512,52,V,AL_MOB,AL_MOB
1,1,2023-01-12T00:00:00Z,2023-01-13T00:00:00Z,1443.57,333,0,1,7934,52,V,SC_CHA,GA_ATL
1,1,2023-01-17T00:00:00Z,2023-01-11T00:00:00Z,1437.64,487,0,1,41114,52,V,CA_LAX,GA_ATL
1,1,2023-01-03T00:00:00Z,2022-12-28T00:00:00Z,1438.28,340,0,1,9598,52,V,OH_CLE,AL_MOB
1,1,2023-01-18T00:00:00Z,2023-01-17T00:00:00Z,1426.5,610,0,1,30537,52,V,MO_KAN,TX_DAL
1,1,2023-01-20T00:00:00Z,2023-01-20T00:00:00Z,1469.5,610,0,1,11412,52,V,MO_KAN,TX_DAL
1,1,2023-01-17T00:00:00Z,2023-01-15T00:00:00Z,1470.44,499,0,1,30196,48,R,AL_MOB,GA_SAV
1,1,2023-01-30T00:00:00Z,2023-01-20T00:00:00Z,1418.39,711,0,1,41840,52,V,AL_MOB,MO_KAN
1,1,2023-01-30T00:00:00Z,,1389.32,526,0,1,100,52,V,AL_MOB,OH_CLE
1,1,2023-01-26T00:00:00Z,2023-01-26T00:00:00Z,1390.1,391,0,1,40380,52,V,GA_SAV,FL_LAK
1,1,2023-01-04T00:00:00Z,,1406.06,610,0,1,19385,52,V,MO_KAN,TX_DAL
1,1,2023-01-11T00:00:00Z,2022-12-21T00:00:00Z,1431.74,519,0,1,21060,52,V,AL_MOB,AL_MOB
1,1,2023-01-10T00:00:00Z,2023-01-03T00:00:00Z,1446.28,775,0,1,42007,52,V,CA_LAX,AL_MOB
1,1,2023-01-26T00:00:00Z,2023-01-25T00:00:00Z,1405.12,337,0,1,23556,48,R,CA_LAX,FL_MIA
1,1,2023-01-10T00:00:00Z,2022-12-06T00:00:00Z,1416.94,527,0,1,41602,52,V,AL_MOB,MO_KAN
1,1,2023-01-08T00:00:00Z,,1389.63,874,0,1,1,52,V,AL_MOB,CA_LAX
1,1,2023-01-13T00:00:00Z,2023-01-05T00:00:00Z,1438.19,459,0,1,35682,48,R,MO_KAN,GA_SAV
1,1,2023-01-12T00:00:00Z,2023-01-12T00:00:00Z,1481.06,660,0,1,20678,52,V,AL_MOB,AL_MOB
1,1,2023-01-20T00:00:00Z,2023-01-17T00:00:00Z,1390.05,655,0,1,20599,52,V,CA_LAX,TX_DAL
1,1,2023-01-21T00:00:00Z,2023-01-17T00:00:00Z,1464.05,655,0,1,16599,52,V,CA_LAX,TX_DAL
1,1,2023-01-02T00:00:00Z,2022-12-30T00:00:00Z,1435.01,484,0,1,11690,48,R,AL_MOB,AL_MOB
1,1,2023-01-26T00:00:00Z,2023-01-26T00:00:00Z,1395.93,610,0,1,26519,52,V,MO_KAN,TX_DAL
1,1,2023-01-15T00:00:00Z,2023-01-10T00:00:00Z,1431.6,748,0,1,41523,52,V,MO_KAN,TX_HOU
1,1,2023-01-25T00:00:00Z,2023-01-24T00:00:00Z,1470.59,480,0,1,22108,52,V,AL_MOB,MO_KAN
1,1,2023-01-07T00:00:00Z,2023-01-02T00:00:00Z,1439.5,662,0,1,13311,52,V,OH_CLE,GA_SAV
1,1,2023-01-09T00:00:00Z,2023-01-04T00:00:00Z,1385.5,662,0,1,12614,52,V,OH_CLE,GA_SAV
1,1,2023-01-09T00:00:00Z,2023-01-03T00:00:00Z,1473.07,605,0,1,41561,52,V,AL_MOB,GA_ATL
1,1,2023-01-28T00:00:00Z,2023-01-26T00:00:00Z,1475.69,357,0,1,9324,48,R,TX_HOU,FL_MIA
1,1,2023-01-28T00:00:00Z,2023-01-26T00:00:00Z,1445.69,357,0,1,2880,48,R,TX_HOU,FL_MIA
1,1,2023-01-25T00:00:00Z,,1465.63,874,0,1,1,52,V,AL_MOB,CA_LAX
1,1,2023-01-25T00:00:00Z,,1386.63,874,0,1,1,52,V,AL_MOB,CA_LAX
1,1,2023-01-05T00:00:00Z,2022-12-22T00:00:00Z,1437.6,537,0,1,40510,52,V,AL_MOB,AL_MOB
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1392.65,649,0,1,25104,52,V,TX_HOU,GA_SAV
1,1,2023-01-10T00:00:00Z,2023-01-07T00:00:00Z,1412.53,484,0,1,12827,48,R,AL_MOB,AL_MOB
1,1,2023-01-25T00:00:00Z,2023-01-20T00:00:00Z,1411.77,727,0,1,19124,52,V,GA_SAV,AL_MOB
1,1,2023-01-25T00:00:00Z,2023-01-18T00:00:00Z,1438.79,380,0,1,41000,52,V,CA_LAX,FL_MIA
1,1,2023-01-03T00:00:00Z,2022-12-26T00:00:00Z,1451.31,754,0,1,41568,52,V,AL_MOB,FL_MIA
1,1,2023-01-11T00:00:00Z,2023-01-12T00:00:00Z,1405.58,383,0,1,40465,52,V,AL_MOB,AL_MOB
1,1,2023-01-18T00:00:00Z,2023-01-18T00:00:00Z,1397.5,346,0,1,4,52,V,AL_MOB,FL_MIA
1,1,2023-01-13T00:00:00Z,2023-01-11T00:00:00Z,1453.47,452,0,1,3109,52,V,FL_MIA,MO_KAN
1,1,2023-01-10T00:00:00Z,2023-01-06T00:00:00Z,1402.45,803,0,1,39418,48,R,AL_MOB,AL_MOB
1,1,2023-01-21T00:00:00Z,2023-01-14T00:00:00Z,1458.89,582,0,1,40997,52,V,GA_SAV,AL_MOB
1,1,2023-01-31T00:00:00Z,2023-01-31T00:00:00Z,1427.63,346,0,1,3,52,V,AL_MOB,FL_MIA
1,1,2023-01-06T00:00:00Z,2023-01-06T00:00:00Z,1375.49,582,0,1,35631,52,V,AL_MOB,MO_KAN
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,1451.49,582,0,1,20990,52,V,AL_MOB,MO_KAN
1,1,2023-01-15T00:00:00Z,2023-01-10T00:00:00Z,1446.34,585,0,1,14309,52,V,AL_MOB,FL_MIA
1,1,2023-01-11T00:00:00Z,2023-01-07T00:00:00Z,1383.32,803,0,1,41084,48,R,AL_MOB,AL_MOB
1,1,2023-01-09T00:00:00Z,2022-12-26T00:00:00Z,1418.78,398,0,1,10507,52,V,OH_CLE,AL_MOB
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1461.7,761,0,1,17869,52,V,TX_DAL,GA_ATL
1,1,2023-01-01T00:00:00Z,2022-12-26T00:00:00Z,1400.59,578,0,1,38255,48,R,AL_MOB,GA_SAV
1,1,2023-01-25T00:00:00Z,2023-01-25T00:00:00Z,1384.43,392,0,1,32346,52,V,AL_MOB,AL_MOB
1,1,2023-01-17T00:00:00Z,2023-01-12T00:00:00Z,1455.3,377,0,1,8072,52,V,MO_KAN,FL_MIA
1,1,2023-01-11T00:00:00Z,2023-01-12T00:00:00Z,1387.26,333,0,1,17462,52,V,SC_CHA,GA_ATL
1,1,2023-01-09T00:00:00Z,2023-01-04T00:00:00Z,1467.09,880,0,1,3309,52,V,GA_SAV,MO_KAN
1,1,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,1470.82,660,0,1,26023,52,V,AL_MOB,AL_MOB
1,1,2023-01-24T00:00:00Z,2023-01-24T00:00:00Z,1432.45,582,0,1,30611,52,V,AL_MOB,MO_KAN
1,1,2023-01-10T00:00:00Z,2023-01-11T00:00:00Z,1429.42,333,0,1,5292,52,V,SC_CHA,GA_ATL
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,1403.15,315,0,1,25435,52,V,TX_HOU,AL_MOB
1,1,2023-01-09T00:00:00Z,2023-01-06T00:00:00Z,1382.98,484,0,1,12789,48,R,AL_MOB,AL_MOB
1,1,2023-01-11T00:00:00Z,2022-11-29T00:00:00Z,1464.86,554,0,1,4591,52,V,GA_SAV,MO_KAN
1,1,2023-01-02T00:00:00Z,2023-01-05T00:00:00Z,1429.86,238,0,1,41600,52,V,TX_HOU,CA_LAX
1,1,2023-01-25T00:00:00Z,2023-01-25T00:00:00Z,1457.77,1017,0,1,30552,52,V,TX_DAL,MO_KAN
1,1,2023-01-13T00:00:00Z,2023-01-13T00:00:00Z,1443,346,0,1,4,52,V,AL_MOB,FL_MIA
1,1,2023-01-28T00:00:00Z,2023-01-26T00:00:00Z,1450.94,315,0,1,1,52,V,TX_HOU,AL_MOB
1,1,2023-01-09T00:00:00Z,2023-01-02T00:00:00Z,1441.09,930,0,1,44353,52,V,AL_MOB,MO_KAN
1,1,2023-01-24T00:00:00Z,2023-01-17T00:00:00Z,1374,721,0,1,7999,52,V,AL_MOB,OH_CLE
1,1,2023-01-15T00:00:00Z,2023-01-15T00:00:00Z,1410.87,315,0,1,29299,52,V,TX_HOU,AL_MOB
1,1,2023-01-12T00:00:00Z,2023-01-06T00:00:00Z,1400.86,743,0,1,39499,52,V,GA_SAV,AL_MOB
1,1,2023-01-10T00:00:00Z,,1445.85,559,0,1,100,52,V,AL_MOB,GA_SAV
1,1,2023-01-12T00:00:00Z,2023-01-12T00:00:00Z,1454.8,378,0,1,13701,52,V,GA_SAV,FL_MIA
1,1,2023-01-27T00:00:00Z,2023-01-22T00:00:00Z,1432.65,735,0,1,24390,52,V,AL_MOB,CA_LAX
1,1,2023-01-08T00:00:00Z,,1425.63,559,0,1,100,52,V,AL_MOB,GA_SAV
1,1,2023-01-13T00:00:00Z,2023-01-05T00:00:00Z,1429.62,754,0,1,41516,52,V,AL_MOB,FL_MIA
1,1,2023-01-09T00:00:00Z,2023-01-05T00:00:00Z,1428.52,538,0,1,42097,52,V,TX_DAL,FL_LAK
1,1,2023-01-04T00:00:00Z,2022-12-30T00:00:00Z,1371.29,380,0,1,43050,52,V,CA_LAX,FL_MIA
1,1,2023-01-30T00:00:00Z,2023-01-25T00:00:00Z,1384.21,609,0,1,41587,52,V,GA_ATL,AL_MOB
1,1,2023-01-30T00:00:00Z,2023-01-27T00:00:00Z,1377.89,742,0,1,6118,52,V,AL_MOB,AL_MOB
1,1,2023-01-09T00:00:00Z,,1450.78,526,0,1,100,52,V,AL_MOB,OH_CLE
1,1,2023-01-04T00:00:00Z,2023-01-03T00:00:00Z,1387.73,378,0,1,41076,52,V,GA_SAV,FL_MIA
1,1,2023-01-23T00:00:00Z,2023-01-13T00:00:00Z,1397.14,333,0,1,13988,52,V,CA_LAX,AL_MOB
1,1,2023-01-09T00:00:00Z,2023-01-03T00:00:00Z,1413.91,578,0,1,37400,48,R,AL_MOB,GA_SAV
1,1,2023-01-08T00:00:00Z,2023-01-04T00:00:00Z,1462.91,578,0,1,34272,48,R,AL_MOB,GA_SAV
1,1,2023-01-24T00:00:00Z,2023-01-19T00:00:00Z,1385.88,378,0,1,42699,52,V,CA_LAX,GA_ATL
1,1,2023-01-02T00:00:00Z,2022-12-23T00:00:00Z,1410.81,420,0,1,38196,48,R,AL_MOB,GA_SAV
1,1,2023-01-18T00:00:00Z,2023-01-18T00:00:00Z,1404.28,392,0,1,32359,52,V,AL_MOB,AL_MOB
1,1,2023-01-27T00:00:00Z,2023-01-27T00:00:00Z,1437.26,378,0,1,28972,52,V,GA_SAV,FL_MIA
1,1,2023-01-02T00:00:00Z,,1388.86,526,0,1,100,52,V,AL_MOB,OH_CLE
1,1,2023-01-28T00:00:00Z,2023-01-28T00:00:00Z,1427.99,688,0,1,39183,52,V,GA_SAV,CA_LAX
1,1,2023-01-25T00:00:00Z,2023-01-25T00:00:00Z,1408.94,489,0,1,38196,52,V,AL_MOB,OH_CLE
1,1,2023-01-25T00:00:00Z,2023-01-25T00:00:00Z,1420.94,489,0,1,38160,52,V,AL_MOB,OH_CLE
1,1,2023-01-31T00:00:00Z,2023-01-26T00:00:00Z,1436.06,655,0,1,5906,52,V,CA_LAX,TX_DAL
1,1,2023-01-09T00:00:00Z,2023-01-02T00:00:00Z,1461.85,728,0,1,41194,52,V,MO_KAN,MO_KAN
1,1,2023-01-14T00:00:00Z,2023-01-05T00:00:00Z,1402.45,534,0,1,44352,52,V,GA_SAV,CA_LAX
1,1,2023-01-08T00:00:00Z,,1387.65,526,0,1,100,52,V,AL_MOB,OH_CLE
1,1,2023-01-16T00:00:00Z,2023-01-13T00:00:00Z,1391.51,357,0,1,7866,48,R,TX_HOU,FL_MIA
1,1,2023-01-23T00:00:00Z,2023-01-21T00:00:00Z,1418.41,489,0,1,41895,52,V,AL_MOB,OH_CLE
1,1,2023-01-23T00:00:00Z,2023-01-21T00:00:00Z,1383.41,489,0,1,19680,52,V,AL_MOB,OH_CLE
1,1,2023-01-20T00:00:00Z,2023-01-17T00:00:00Z,1400.69,602,0,1,3039,52,V,GA_SAV,MO_KAN
1,1,2023-01-15T00:00:00Z,2023-01-15T00:00:00Z,1428.57,619,0,1,34917,48,R,TX_DAL,GA_SAV
1,1,2023-01-25T00:00:00Z,2023-01-18T00:00:00Z,1406.99,605,0,1,44353,52,V,GA_SAV,MO_KAN
1,1,2023-01-12T00:00:00Z,2023-01-16T00:00:00Z,1422.91,380,0,1,43050,52,V,CA_LAX,FL_MIA
1,1,2023-01-09T00:00:00Z,2023-01-09T00:00:00Z,1375.52,346,0,1,4,52,V,AL_MOB,FL_MIA
1,1,2023-01-24T00:00:00Z,2023-01-19T00:00:00Z,1418.41,870,0,1,13040,52,V,OH_CLE,AL_MOB
1,1,2023-01-05T00:00:00Z,2023-01-05T00:00:00Z,1408.95,247,0,1,39882,48,R,AL_MOB,CA_LAX
1,1,2023-01-05T00:00:00Z,2023-01-05T00:00:00Z,1445.95,247,0,1,32975,48,R,AL_MOB,CA_LAX
1,1,2023-01-18T00:00:00Z,2023-01-16T00:00:00Z,1430.94,331,0,1,10744,52,V,CA_LAX,MO_KAN
1,1,2023-01-27T00:00:00Z,2023-01-20T00:00:00Z,1432.77,748,0,1,41977,52,V,AL_MOB,FL_MIA
1,1,2023-01-07T00:00:00Z,2023-01-03T00:00:00Z,1374.68,803,0,1,41497,48,R,AL_MOB,AL_MOB
1,1,2023-01-16T00:00:00Z,2023-01-09T00:00:00Z,1419.65,535,0,1,37107,48,R,OH_CLE,TX_HOU
1,1,2023-01-06T00:00:00Z,2023-01-05T00:00:00Z,1381.46,204,0,1,27218,52,V,FL_MIA,AL_MOB
1,1,2023-01-27T00:00:00Z,2023-01-19T00:00:00Z,1375.1,723,0,1,25686,48,R,TX_HOU,AL_MOB
1,1,2023-01-04T00:00:00Z,2022-12-30T00:00:00Z,1361.06,658,0,1,43065,52,V,AL_MOB,MO_KAN
1,1,2023-01-23T00:00:00Z,2023-01-19T00:00:00Z,1427.7,1111,0,1,34582,48,R,GA_SAV,IL_RFD
1,1,2023-01-06T00:00:00Z,2022-12-27T00:00:00Z,1413.5,420,0,1,38909,48,R,AL_MOB,GA_SAV
1,1,2023-01-24T00:00:00Z,2023-01-17T00:00:00Z,1405.48,741,0,1,9076,52,V,TX_HOU,OH_CLE
1,1,2023-01-26T00:00:00Z,2023-01-26T00:00:00Z,1361.33,489,0,1,39509,52,V,AL_MOB,OH_CLE
1,1,2023-01-13T00:00:00Z,2023-01-10T00:00:00Z,1363.97,645,0,1,14467,52,V,GA_SAV,GA_SAV
1,1,2023-01-18T00:00:00Z,2023-01-06T00:00:00Z,1451.7,700,0,1,37196,48,R,FL_LAK,TX_HOU
1,1,2023-01-11T00:00:00Z,,1385.84,559,0,1,1,52,V,AL_MOB,GA_SAV
1,1,2023-01-28T00:00:00Z,2023-01-23T00:00:00Z,1372.72,648,0,1,42000,52,V,TX_DAL,AL_MOB
1,1,2023-01-12T00:00:00Z,2023-01-12T00:00:00Z,1370.5,589,0,1,36651,48,R,SC_CHA,AL_MOB
1,1,2023-01-31T00:00:00Z,2023-01-27T00:00:00Z,1376.31,378,0,1,42699,52,V,CA_LAX,GA_ATL
1,1,2023-01-20T00:00:00Z,2023-01-13T00:00:00Z,1396.04,309,0,1,35895,48,R,OH_CLE,IN_IND
1,1,2023-01-30T00:00:00Z,2023-01-31T00:00:00Z,1393.92,489,0,1,35753,52,V,AL_MOB,OH_CLE
1,1,2023-01-24T00:00:00Z,2023-01-24T00:00:00Z,1408.88,419,0,1,4,52,V,FL_MIA,CA_LAX
1,1,2023-01-09T00:00:00Z,2022-12-26T00:00:00Z,1438.86,442,0,1,42636,52,V,CA_LAX,NC_CHA
1,1,2023-01-31T00:00:00Z,2023-01-26T00:00:00Z,1379.23,602,,,23500,52,V,TX_HOU,MO_KAN
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1411.09,489,0,1,38910,52,V,AL_MOB,OH_CLE
1,1,2023-01-16T00:00:00Z,2023-01-04T00:00:00Z,1447.59,700,0,1,38697,48,R,FL_LAK,TX_HOU
1,1,2023-01-20T00:00:00Z,2023-01-15T00:00:00Z,1364.32,480,0,1,42804,52,V,IN_IND,AL_MOB
1,1,2023-01-20T00:00:00Z,2023-01-15T00:00:00Z,1386.32,480,0,1,42797,52,V,IN_IND,AL_MOB
1,1,2023-01-28T00:00:00Z,2023-01-28T00:00:00Z,1407.01,419,0,1,4,52,V,FL_MIA,CA_LAX
1,1,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,1451.94,378,0,1,24465,52,V,GA_SAV,FL_MIA
1,1,2023-01-24T00:00:00Z,2023-01-09T00:00:00Z,1390.86,445,0,1,6729,52,V,AL_MOB,OH_CLE
1,1,2023-01-07T00:00:00Z,2023-01-07T00:00:00Z,1441.66,649,0,1,34672,52,V,TX_HOU,GA_SAV
1,1,2023-01-22T00:00:00Z,2023-01-22T00:00:00Z,1403.09,547,0,1,19756,52,V,NC_CHA,IN_IND
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1436.94,848,0,1,23869,52,V,GA_ATL,AL_MOB
1,1,2023-01-06T00:00:00Z,2023-01-04T00:00:00Z,1417.93,655,0,1,13368,52,V,CA_LAX,TX_DAL
1,1,2023-01-06T00:00:00Z,2023-01-04T00:00:00Z,1405.93,655,0,1,4390,52,V,CA_LAX,TX_DAL
1,1,2023-01-08T00:00:00Z,2023-01-06T00:00:00Z,1393.55,461,0,1,41800,52,V,AL_MOB,AL_MOB
1,1,2023-01-16T00:00:00Z,2023-01-14T00:00:00Z,1416.74,489,0,1,14759,52,V,AL_MOB,OH_CLE
1,1,2023-01-27T00:00:00Z,2023-01-27T00:00:00Z,1371.36,419,0,1,4,52,V,FL_MIA,CA_LAX
1,1,2023-01-18T00:00:00Z,2023-01-14T00:00:00Z,1373.34,402,0,1,13209,48,R,GA_ATL,GA_SAV
1,1,2023-01-18T00:00:00Z,2023-01-14T00:00:00Z,1442.34,402,0,1,12435,48,R,GA_ATL,GA_SAV
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,1376.16,537,0,1,39003,52,V,GA_SAV,OH_CLE
1,1,2023-01-31T00:00:00Z,2023-01-31T00:00:00Z,1449.99,589,0,1,38191,48,R,SC_CHA,AL_MOB
1,2,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,1364.73,491,0,1,27753,52,V,MO_KAN,CA_LAX
1,1,2023-01-05T00:00:00Z,2023-01-05T00:00:00Z,1409.68,487,0,1,6921,52,V,IN_IND,AL_MOB
1,1,2023-01-14T00:00:00Z,2023-01-12T00:00:00Z,1438.6,370,0,1,40000,48,R,AL_MOB,TX_HOU
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1375.54,419,0,1,4,52,V,FL_MIA,CA_LAX
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1355.54,419,0,1,3,52,V,FL_MIA,CA_LAX
1,1,2023-01-26T00:00:00Z,2023-01-13T00:00:00Z,1352.46,949,0,1,40090,52,V,MO_KAN,AL_MOB
1,1,2023-01-10T00:00:00Z,2023-01-12T00:00:00Z,1362.36,680,0,1,22518,52,V,GA_SAV,GA_ATL
1,1,2023-01-13T00:00:00Z,2023-01-13T00:00:00Z,1365.28,489,0,1,30147,52,V,AL_MOB,OH_CLE
1,1,2023-01-27T00:00:00Z,2023-01-26T00:00:00Z,1363.16,848,0,1,12271,52,V,GA_ATL,AL_MOB
1,1,2023-01-02T00:00:00Z,2023-01-03T00:00:00Z,1395.96,282,0,1,9272,52,V,AL_MOB,AL_MOB
1,1,2023-01-11T00:00:00Z,2023-01-06T00:00:00Z,1378.54,532,0,1,42500,52,V,MO_KAN,MO_KAN
1,1,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,1439.47,848,0,1,15473,52,V,GA_ATL,AL_MOB
1,1,2023-01-15T00:00:00Z,2023-01-11T00:00:00Z,1389.43,402,0,1,14669,48,R,GA_ATL,GA_SAV
1,1,2023-01-16T00:00:00Z,2023-01-12T00:00:00Z,1374.43,402,0,1,13394,48,R,GA_ATL,GA_SAV
1,1,2023-01-20T00:00:00Z,2023-01-17T00:00:00Z,1387.38,686,0,1,27412,52,V,SC_CHA,AL_MOB
1,1,2023-01-27T00:00:00Z,2023-01-27T00:00:00Z,1373.15,747,0,1,15755,52,V,GA_ATL,TX_DAL
1,1,2023-01-25T00:00:00Z,2023-01-20T00:00:00Z,1424.04,533,0,1,23061,52,V,IN_IND,NC_CHA
1,1,2023-01-03T00:00:00Z,2023-01-03T00:00:00Z,1443.95,431,0,1,4,52,V,FL_MIA,CA_LAX
1,1,2023-01-27T00:00:00Z,2023-01-27T00:00:00Z,1393.76,1017,0,1,26337,52,V,TX_DAL,MO_KAN
1,1,2023-01-03T00:00:00Z,,1383.46,559,0,1,1,52,V,AL_MOB,GA_SAV
1,1,2023-01-05T00:00:00Z,,1419.46,559,0,1,1,52,V,AL_MOB,GA_SAV
1,1,2023-01-06T00:00:00Z,,1445.46,559,0,1,1,52,V,AL_MOB,GA_SAV
1,1,2023-01-24T00:00:00Z,2023-01-21T00:00:00Z,1410.21,402,0,1,35850,48,R,MO_KAN,NC_CHA
1,1,2023-01-04T00:00:00Z,2023-01-04T00:00:00Z,1430.74,489,0,1,33601,52,V,AL_MOB,OH_CLE
1,1,2023-01-09T00:00:00Z,2023-01-09T00:00:00Z,1348.94,378,0,1,34325,52,V,GA_SAV,FL_MIA
1,1,2023-01-23T00:00:00Z,2023-01-26T00:00:00Z,1358.34,853,0,1,6222,52,V,AL_MOB,GA_ATL
1,1,2023-01-27T00:00:00Z,2023-01-25T00:00:00Z,1421.16,841,0,1,39996,52,V,GA_ATL,MO_KAN
1,1,2023-01-31T00:00:00Z,2023-01-23T00:00:00Z,1344.03,710,0,1,16177,52,V,GA_SAV,IN_IND
1,1,2023-01-24T00:00:00Z,2023-01-19T00:00:00Z,1368.01,546,0,1,7424,52,V,MO_KAN,CA_LAX
1,1,2023-01-27T00:00:00Z,2023-01-27T00:00:00Z,1409.87,547,0,1,24595,52,V,NC_CHA,IN_IND
1,1,2023-01-28T00:00:00Z,2023-01-25T00:00:00Z,1423.8,402,0,1,30537,48,R,MO_KAN,NC_CHA
1,1,2023-01-12T00:00:00Z,2023-01-06T00:00:00Z,1377.28,796,0,1,17547,52,V,GA_SAV,GA_SAV
1,1,2023-01-20T00:00:00Z,2023-01-16T00:00:00Z,1365.54,1070,0,1,42010,52,V,AL_MOB,AL_MOB
1,1,2023-01-04T00:00:00Z,2023-01-02T00:00:00Z,1417.47,686,0,1,11948,52,V,SC_CHA,AL_MOB
1,1,2023-01-27T00:00:00Z,2023-01-24T00:00:00Z,1348.18,402,0,1,33977,48,R,MO_KAN,NC_CHA
1,1,2023-01-06T00:00:00Z,2023-01-07T00:00:00Z,1418.83,424,0,1,38178,48,R,SC_CHA,FL_LAK
1,1,2023-01-17T00:00:00Z,,1375.8,526,0,1,1,52,V,AL_MOB,OH_CLE
1,1,2023-01-23T00:00:00Z,,1434.8,526,0,1,1,52,V,AL_MOB,OH_CLE
1,1,2023-01-07T00:00:00Z,2022-12-26T00:00:00Z,1387.71,481,0,1,38582,48,R,MO_KAN,GA_SAV
1,1,2023-01-18T00:00:00Z,2023-01-13T00:00:00Z,1352.39,730,0,1,41958,52,V,GA_ATL,TX_HOU
1,1,2023-01-31T00:00:00Z,,1388.89,549,0,1,0,48,R,TX_HOU,AL_MOB
1,1,2023-01-25T00:00:00Z,2023-01-06T00:00:00Z,1403.23,759,0,1,38533,52,V,GA_ATL,AL_MOB
1,1,2023-01-08T00:00:00Z,2023-01-08T00:00:00Z,1363.09,761,0,1,17975,52,V,TX_DAL,GA_ATL
1,1,2023-01-10T00:00:00Z,2023-01-10T00:00:00Z,1405.04,282,0,1,26515,52,V,AL_MOB,AL_MOB
1,1,2023-01-18T00:00:00Z,2023-01-10T00:00:00Z,1422.18,527,0,1,39760,52,V,AL_MOB,MO_KAN
1,1,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,1340.58,489,0,1,29331,52,V,AL_MOB,OH_CLE
1,1,2023-01-11T00:00:00Z,2023-01-11T00:00:00Z,1409.58,489,0,1,19881,52,V,AL_MOB,OH_CLE
1,1,2023-01-31T00:00:00Z,,1339.14,526,0,1,1,52,V,AL_MOB,OH_CLE
1,1,2023-01-19T00:00:00Z,2023-01-16T00:00:00Z,1429.79,863,0,1,43161,52,V,AL_MOB,MO_KAN
1,1,2023-01-17T00:00:00Z,2023-01-17T00:00:00Z,1424.28,594,0,1,30904,52,V,GA_ATL,IN_IND
1,1,2023-01-03T00:00:00Z,2022-12-30T00:00:00Z,1399.87,377,0,1,8089,52,V,MO_KAN,FL_MIA
1,1,2023-01-13T00:00:00Z,2023-01-12T00:00:00Z,1342.59,527,0,1,39840,52,V,AL_MOB,MO_KAN
1,1,2023-01-17T00:00:00Z,2023-01-05T00:00:00Z,1382.98,520,0,1,4480,52,V,MO_KAN,IN_IND
1,1,2023-01-05T00:00:00Z,2023-01-05T00:00:00Z,1362.82,589,0,1,37410,48,R,SC_CHA,AL_MOB
1,1,2023-01-13T00:00:00Z,2023-01-13T00:00:00Z,1433.37,419,0,1,4,52,V,FL_MIA,CA_LAX
1,1,2023-01-16T00:00:00Z,2023-01-11T00:00:00Z,1430.14,702,0,1,42148,52,V,MO_KAN,GA_SAV
1,1,2023-01-13T00:00:00Z,2023-01-06T00:00:00Z,1433.83,221,0,1,32920,48,R,AL_MOB,GA_SAV
1,1,2023-01-29T00:00:00Z,2023-01-22T00:00:00Z,1413.78,674,0,1,22924,52,V,CA_LAX,OH_CLE
1,1,2023-01-10T00:00:00Z,2023-01-06T00:00:00Z,1334.96,524,0,1,19411,52,V,MO_KAN,NC_CHA
1,1,2023-01-03T00:00:00Z,2022-12-30T00:00:00Z,1381.94,480,0,1,12096,52,V,MO_KAN,CA_LAX
1,1,2023-01-07T00:00:00Z,2023-01-07T00:00:00Z,1356.8,491,0,1,16889,52,V,MO_KAN,CA_LAX
1,1,2023-01-03T00:00:00Z,2022-12-29T00:00:00Z,1415.22,407,0,1,40886,52,V,GA_ATL,FL_LAK
1,1,2023-01-09T00:00:00Z,2023-01-09T00:00:00Z,1356.14,450,0,1,14817,52,V,AL_MOB,MO_KAN
1,1,2023-01-19T00:00:00Z,2023-01-19T00:00:00Z,1426.07,450,0,1,34630,52,V,AL_MOB,MO_KAN
1,1,2023-01-22T00:00:00Z,2023-01-22T00:00:00Z,1359.76,578,0,1,19695,52,V,AL_MOB,IN_IND
1,1,2023-01-09T00:00:00Z,2023-01-09T00:00:00Z,1349.39,537,0,1,38456,52,V,GA_SAV,OH_CLE
